filename|duration|filepath
00038.flac|2.06|datasets/ViSEC/flacs/00038.flac
00039.flac|1.127|datasets/ViSEC/flacs/00039.flac
00040.flac|1.6|datasets/ViSEC/flacs/00040.flac
00041.flac|1.792|datasets/ViSEC/flacs/00041.flac
00042.flac|1.561|datasets/ViSEC/flacs/00042.flac
00043.flac|3.776|datasets/ViSEC/flacs/00043.flac
00044.flac|1.388|datasets/ViSEC/flacs/00044.flac
00045.flac|1.22|datasets/ViSEC/flacs/00045.flac
00046.flac|3.2|datasets/ViSEC/flacs/00046.flac
00047.flac|1.643|datasets/ViSEC/flacs/00047.flac
00048.flac|2.176|datasets/ViSEC/flacs/00048.flac
00049.flac|4.032|datasets/ViSEC/flacs/00049.flac
00050.flac|4.416|datasets/ViSEC/flacs/00050.flac
00051.flac|2.914|datasets/ViSEC/flacs/00051.flac
00052.flac|2.18|datasets/ViSEC/flacs/00052.flac
00053.flac|3.264|datasets/ViSEC/flacs/00053.flac
00054.flac|3.008|datasets/ViSEC/flacs/00054.flac
00055.flac|1.472|datasets/ViSEC/flacs/00055.flac
00056.flac|1.52|datasets/ViSEC/flacs/00056.flac
00057.flac|1.35|datasets/ViSEC/flacs/00057.flac
00058.flac|1.706|datasets/ViSEC/flacs/00058.flac
00059.flac|3.584|datasets/ViSEC/flacs/00059.flac
00060.flac|2.88|datasets/ViSEC/flacs/00060.flac
00061.flac|1.293|datasets/ViSEC/flacs/00061.flac
00062.flac|2.368|datasets/ViSEC/flacs/00062.flac
00063.flac|1.792|datasets/ViSEC/flacs/00063.flac
00064.flac|1.472|datasets/ViSEC/flacs/00064.flac
00065.flac|1.14|datasets/ViSEC/flacs/00065.flac
00066.flac|1.344|datasets/ViSEC/flacs/00066.flac
00067.flac|3.712|datasets/ViSEC/flacs/00067.flac
00068.flac|1.6|datasets/ViSEC/flacs/00068.flac
00069.flac|1.728|datasets/ViSEC/flacs/00069.flac
00070.flac|2.304|datasets/ViSEC/flacs/00070.flac
00071.flac|1.751|datasets/ViSEC/flacs/00071.flac
00072.flac|2.496|datasets/ViSEC/flacs/00072.flac
00073.flac|2.56|datasets/ViSEC/flacs/00073.flac
00074.flac|1.92|datasets/ViSEC/flacs/00074.flac
00075.flac|2.368|datasets/ViSEC/flacs/00075.flac
00076.flac|1.406|datasets/ViSEC/flacs/00076.flac
00077.flac|2.12|datasets/ViSEC/flacs/00077.flac
00078.flac|1.088|datasets/ViSEC/flacs/00078.flac
00079.flac|1.536|datasets/ViSEC/flacs/00079.flac
00080.flac|3.136|datasets/ViSEC/flacs/00080.flac
00081.flac|1.24|datasets/ViSEC/flacs/00081.flac
00082.flac|2.368|datasets/ViSEC/flacs/00082.flac
00083.flac|2.56|datasets/ViSEC/flacs/00083.flac
00084.flac|2.368|datasets/ViSEC/flacs/00084.flac
00085.flac|3.072|datasets/ViSEC/flacs/00085.flac
00086.flac|1.653|datasets/ViSEC/flacs/00086.flac
00087.flac|2.47|datasets/ViSEC/flacs/00087.flac
00088.flac|1.792|datasets/ViSEC/flacs/00088.flac
00089.flac|3.2|datasets/ViSEC/flacs/00089.flac
00090.flac|2.129|datasets/ViSEC/flacs/00090.flac
00091.flac|8.0|datasets/ViSEC/flacs/00091.flac
00092.flac|1.622|datasets/ViSEC/flacs/00092.flac
00093.flac|2.477|datasets/ViSEC/flacs/00093.flac
00094.flac|1.152|datasets/ViSEC/flacs/00094.flac
00095.flac|1.28|datasets/ViSEC/flacs/00095.flac
00096.flac|1.445|datasets/ViSEC/flacs/00096.flac
00097.flac|4.992|datasets/ViSEC/flacs/00097.flac
00098.flac|1.325|datasets/ViSEC/flacs/00098.flac
00099.flac|1.353|datasets/ViSEC/flacs/00099.flac
00100.flac|1.326|datasets/ViSEC/flacs/00100.flac
00101.flac|1.856|datasets/ViSEC/flacs/00101.flac
00102.flac|1.216|datasets/ViSEC/flacs/00102.flac
00103.flac|2.328|datasets/ViSEC/flacs/00103.flac
00104.flac|1.92|datasets/ViSEC/flacs/00104.flac
00105.flac|2.368|datasets/ViSEC/flacs/00105.flac
00106.flac|1.728|datasets/ViSEC/flacs/00106.flac
00107.flac|1.728|datasets/ViSEC/flacs/00107.flac
00108.flac|5.952|datasets/ViSEC/flacs/00108.flac
00109.flac|1.536|datasets/ViSEC/flacs/00109.flac
00110.flac|3.584|datasets/ViSEC/flacs/00110.flac
00111.flac|1.984|datasets/ViSEC/flacs/00111.flac
00112.flac|1.773|datasets/ViSEC/flacs/00112.flac
00113.flac|1.216|datasets/ViSEC/flacs/00113.flac
00114.flac|8.0|datasets/ViSEC/flacs/00114.flac
00115.flac|2.048|datasets/ViSEC/flacs/00115.flac
00116.flac|1.711|datasets/ViSEC/flacs/00116.flac
00117.flac|1.093|datasets/ViSEC/flacs/00117.flac
00118.flac|1.92|datasets/ViSEC/flacs/00118.flac
00119.flac|2.04|datasets/ViSEC/flacs/00119.flac
00120.flac|3.648|datasets/ViSEC/flacs/00120.flac
00121.flac|1.49|datasets/ViSEC/flacs/00121.flac
00122.flac|2.02|datasets/ViSEC/flacs/00122.flac
00123.flac|2.183|datasets/ViSEC/flacs/00123.flac
00124.flac|1.6|datasets/ViSEC/flacs/00124.flac
00125.flac|2.368|datasets/ViSEC/flacs/00125.flac
00126.flac|2.368|datasets/ViSEC/flacs/00126.flac
00127.flac|2.09|datasets/ViSEC/flacs/00127.flac
00128.flac|2.3|datasets/ViSEC/flacs/00128.flac
00129.flac|2.368|datasets/ViSEC/flacs/00129.flac
00130.flac|2.816|datasets/ViSEC/flacs/00130.flac
00131.flac|1.407|datasets/ViSEC/flacs/00131.flac
00132.flac|1.633|datasets/ViSEC/flacs/00132.flac
00133.flac|1.344|datasets/ViSEC/flacs/00133.flac
00134.flac|1.216|datasets/ViSEC/flacs/00134.flac
00135.flac|1.92|datasets/ViSEC/flacs/00135.flac
00136.flac|1.587|datasets/ViSEC/flacs/00136.flac
00137.flac|2.048|datasets/ViSEC/flacs/00137.flac
00138.flac|4.416|datasets/ViSEC/flacs/00138.flac
00139.flac|1.408|datasets/ViSEC/flacs/00139.flac
00140.flac|1.088|datasets/ViSEC/flacs/00140.flac
00141.flac|2.816|datasets/ViSEC/flacs/00141.flac
00142.flac|4.992|datasets/ViSEC/flacs/00142.flac
00143.flac|1.408|datasets/ViSEC/flacs/00143.flac
00144.flac|2.368|datasets/ViSEC/flacs/00144.flac
00145.flac|2.304|datasets/ViSEC/flacs/00145.flac
00146.flac|3.584|datasets/ViSEC/flacs/00146.flac
00147.flac|1.68|datasets/ViSEC/flacs/00147.flac
00148.flac|1.1|datasets/ViSEC/flacs/00148.flac
00149.flac|4.608|datasets/ViSEC/flacs/00149.flac
00150.flac|1.984|datasets/ViSEC/flacs/00150.flac
00151.flac|2.04|datasets/ViSEC/flacs/00151.flac
00152.flac|5.184|datasets/ViSEC/flacs/00152.flac
00153.flac|1.393|datasets/ViSEC/flacs/00153.flac
00154.flac|1.6|datasets/ViSEC/flacs/00154.flac
00155.flac|4.751|datasets/ViSEC/flacs/00155.flac
00156.flac|8.384|datasets/ViSEC/flacs/00156.flac
00157.flac|2.147|datasets/ViSEC/flacs/00157.flac
00158.flac|3.52|datasets/ViSEC/flacs/00158.flac
00159.flac|2.143|datasets/ViSEC/flacs/00159.flac
00160.flac|1.333|datasets/ViSEC/flacs/00160.flac
00161.flac|2.002|datasets/ViSEC/flacs/00161.flac
00162.flac|1.48|datasets/ViSEC/flacs/00162.flac
00163.flac|2.816|datasets/ViSEC/flacs/00163.flac
00164.flac|1.996|datasets/ViSEC/flacs/00164.flac
00165.flac|2.111|datasets/ViSEC/flacs/00165.flac
00166.flac|1.344|datasets/ViSEC/flacs/00166.flac
00167.flac|1.984|datasets/ViSEC/flacs/00167.flac
00168.flac|3.067|datasets/ViSEC/flacs/00168.flac
00169.flac|3.2|datasets/ViSEC/flacs/00169.flac
00170.flac|1.427|datasets/ViSEC/flacs/00170.flac
00171.flac|2.176|datasets/ViSEC/flacs/00171.flac
00172.flac|1.536|datasets/ViSEC/flacs/00172.flac
00173.flac|2.688|datasets/ViSEC/flacs/00173.flac
00174.flac|1.28|datasets/ViSEC/flacs/00174.flac
00175.flac|2.914|datasets/ViSEC/flacs/00175.flac
00176.flac|2.304|datasets/ViSEC/flacs/00176.flac
00177.flac|2.03|datasets/ViSEC/flacs/00177.flac
00178.flac|2.816|datasets/ViSEC/flacs/00178.flac
00179.flac|3.968|datasets/ViSEC/flacs/00179.flac
00180.flac|1.086|datasets/ViSEC/flacs/00180.flac
00181.flac|1.253|datasets/ViSEC/flacs/00181.flac
00182.flac|1.426|datasets/ViSEC/flacs/00182.flac
00183.flac|3.2|datasets/ViSEC/flacs/00183.flac
00184.flac|2.816|datasets/ViSEC/flacs/00184.flac
00185.flac|1.6|datasets/ViSEC/flacs/00185.flac
00186.flac|2.933|datasets/ViSEC/flacs/00186.flac
00187.flac|4.096|datasets/ViSEC/flacs/00187.flac
00188.flac|1.793|datasets/ViSEC/flacs/00188.flac
00189.flac|3.636|datasets/ViSEC/flacs/00189.flac
00190.flac|3.072|datasets/ViSEC/flacs/00190.flac
00191.flac|1.088|datasets/ViSEC/flacs/00191.flac
00192.flac|2.24|datasets/ViSEC/flacs/00192.flac
00193.flac|1.984|datasets/ViSEC/flacs/00193.flac
00194.flac|2.688|datasets/ViSEC/flacs/00194.flac
00195.flac|1.664|datasets/ViSEC/flacs/00195.flac
00196.flac|2.0|datasets/ViSEC/flacs/00196.flac
00197.flac|1.664|datasets/ViSEC/flacs/00197.flac
00198.flac|1.17|datasets/ViSEC/flacs/00198.flac
00199.flac|2.368|datasets/ViSEC/flacs/00199.flac
00200.flac|1.441|datasets/ViSEC/flacs/00200.flac
00201.flac|1.856|datasets/ViSEC/flacs/00201.flac
00202.flac|1.67|datasets/ViSEC/flacs/00202.flac
00203.flac|2.213|datasets/ViSEC/flacs/00203.flac
00204.flac|2.368|datasets/ViSEC/flacs/00204.flac
00205.flac|1.664|datasets/ViSEC/flacs/00205.flac
00206.flac|1.664|datasets/ViSEC/flacs/00206.flac
00207.flac|4.608|datasets/ViSEC/flacs/00207.flac
00208.flac|2.63|datasets/ViSEC/flacs/00208.flac
00209.flac|1.523|datasets/ViSEC/flacs/00209.flac
00210.flac|4.8|datasets/ViSEC/flacs/00210.flac
00211.flac|1.024|datasets/ViSEC/flacs/00211.flac
00212.flac|2.323|datasets/ViSEC/flacs/00212.flac
00213.flac|1.216|datasets/ViSEC/flacs/00213.flac
00214.flac|4.416|datasets/ViSEC/flacs/00214.flac
00215.flac|1.088|datasets/ViSEC/flacs/00215.flac
00216.flac|1.28|datasets/ViSEC/flacs/00216.flac
00217.flac|2.816|datasets/ViSEC/flacs/00217.flac
00218.flac|1.856|datasets/ViSEC/flacs/00218.flac
00219.flac|2.035|datasets/ViSEC/flacs/00219.flac
00220.flac|2.4|datasets/ViSEC/flacs/00220.flac
00221.flac|3.968|datasets/ViSEC/flacs/00221.flac
00222.flac|2.11|datasets/ViSEC/flacs/00222.flac
00223.flac|1.088|datasets/ViSEC/flacs/00223.flac
00224.flac|1.408|datasets/ViSEC/flacs/00224.flac
00225.flac|4.032|datasets/ViSEC/flacs/00225.flac
00226.flac|1.85|datasets/ViSEC/flacs/00226.flac
00227.flac|1.984|datasets/ViSEC/flacs/00227.flac
00228.flac|1.116|datasets/ViSEC/flacs/00228.flac
00229.flac|1.213|datasets/ViSEC/flacs/00229.flac
00230.flac|1.792|datasets/ViSEC/flacs/00230.flac
00231.flac|2.496|datasets/ViSEC/flacs/00231.flac
00232.flac|1.81|datasets/ViSEC/flacs/00232.flac
00233.flac|1.053|datasets/ViSEC/flacs/00233.flac
00234.flac|1.6|datasets/ViSEC/flacs/00234.flac
00235.flac|2.45|datasets/ViSEC/flacs/00235.flac
00236.flac|1.909|datasets/ViSEC/flacs/00236.flac
00237.flac|2.112|datasets/ViSEC/flacs/00237.flac
00238.flac|3.2|datasets/ViSEC/flacs/00238.flac
00239.flac|1.216|datasets/ViSEC/flacs/00239.flac
00240.flac|1.7|datasets/ViSEC/flacs/00240.flac
00241.flac|3.584|datasets/ViSEC/flacs/00241.flac
00242.flac|1.472|datasets/ViSEC/flacs/00242.flac
00243.flac|2.816|datasets/ViSEC/flacs/00243.flac
00244.flac|2.076|datasets/ViSEC/flacs/00244.flac
00245.flac|2.083|datasets/ViSEC/flacs/00245.flac
00246.flac|1.92|datasets/ViSEC/flacs/00246.flac
00247.flac|1.984|datasets/ViSEC/flacs/00247.flac
00248.flac|1.779|datasets/ViSEC/flacs/00248.flac
00249.flac|3.968|datasets/ViSEC/flacs/00249.flac
00250.flac|1.152|datasets/ViSEC/flacs/00250.flac
00251.flac|2.033|datasets/ViSEC/flacs/00251.flac
00252.flac|1.536|datasets/ViSEC/flacs/00252.flac
00253.flac|2.138|datasets/ViSEC/flacs/00253.flac
00254.flac|1.358|datasets/ViSEC/flacs/00254.flac
00255.flac|1.152|datasets/ViSEC/flacs/00255.flac
00256.flac|1.25|datasets/ViSEC/flacs/00256.flac
00257.flac|3.584|datasets/ViSEC/flacs/00257.flac
00258.flac|1.472|datasets/ViSEC/flacs/00258.flac
00259.flac|1.134|datasets/ViSEC/flacs/00259.flac
00260.flac|2.034|datasets/ViSEC/flacs/00260.flac
00261.flac|2.368|datasets/ViSEC/flacs/00261.flac
00262.flac|1.856|datasets/ViSEC/flacs/00262.flac
00263.flac|1.216|datasets/ViSEC/flacs/00263.flac
00264.flac|3.072|datasets/ViSEC/flacs/00264.flac
00265.flac|4.416|datasets/ViSEC/flacs/00265.flac
00266.flac|1.728|datasets/ViSEC/flacs/00266.flac
00267.flac|1.83|datasets/ViSEC/flacs/00267.flac
00268.flac|1.856|datasets/ViSEC/flacs/00268.flac
00269.flac|2.166|datasets/ViSEC/flacs/00269.flac
00270.flac|1.92|datasets/ViSEC/flacs/00270.flac
00271.flac|3.52|datasets/ViSEC/flacs/00271.flac
00272.flac|2.816|datasets/ViSEC/flacs/00272.flac
00273.flac|2.195|datasets/ViSEC/flacs/00273.flac
00274.flac|3.584|datasets/ViSEC/flacs/00274.flac
00275.flac|2.176|datasets/ViSEC/flacs/00275.flac
00276.flac|1.6|datasets/ViSEC/flacs/00276.flac
00277.flac|1.066|datasets/ViSEC/flacs/00277.flac
00278.flac|1.675|datasets/ViSEC/flacs/00278.flac
00279.flac|1.408|datasets/ViSEC/flacs/00279.flac
00280.flac|1.664|datasets/ViSEC/flacs/00280.flac
00281.flac|1.933|datasets/ViSEC/flacs/00281.flac
00282.flac|1.07|datasets/ViSEC/flacs/00282.flac
00283.flac|3.008|datasets/ViSEC/flacs/00283.flac
00284.flac|1.152|datasets/ViSEC/flacs/00284.flac
00285.flac|2.134|datasets/ViSEC/flacs/00285.flac
00286.flac|2.816|datasets/ViSEC/flacs/00286.flac
00287.flac|3.584|datasets/ViSEC/flacs/00287.flac
00288.flac|1.536|datasets/ViSEC/flacs/00288.flac
00289.flac|5.568|datasets/ViSEC/flacs/00289.flac
00290.flac|1.16|datasets/ViSEC/flacs/00290.flac
00291.flac|3.136|datasets/ViSEC/flacs/00291.flac
00292.flac|1.44|datasets/ViSEC/flacs/00292.flac
00293.flac|1.796|datasets/ViSEC/flacs/00293.flac
00294.flac|2.12|datasets/ViSEC/flacs/00294.flac
00295.flac|3.2|datasets/ViSEC/flacs/00295.flac
00296.flac|2.029|datasets/ViSEC/flacs/00296.flac
00297.flac|1.467|datasets/ViSEC/flacs/00297.flac
00298.flac|1.28|datasets/ViSEC/flacs/00298.flac
00299.flac|1.28|datasets/ViSEC/flacs/00299.flac
00300.flac|1.664|datasets/ViSEC/flacs/00300.flac
00301.flac|1.75|datasets/ViSEC/flacs/00301.flac
00302.flac|1.28|datasets/ViSEC/flacs/00302.flac
00303.flac|2.13|datasets/ViSEC/flacs/00303.flac
00304.flac|1.28|datasets/ViSEC/flacs/00304.flac
00305.flac|1.16|datasets/ViSEC/flacs/00305.flac
00306.flac|5.12|datasets/ViSEC/flacs/00306.flac
00307.flac|1.073|datasets/ViSEC/flacs/00307.flac
00308.flac|2.944|datasets/ViSEC/flacs/00308.flac
00309.flac|1.472|datasets/ViSEC/flacs/00309.flac
00310.flac|1.525|datasets/ViSEC/flacs/00310.flac
00311.flac|4.096|datasets/ViSEC/flacs/00311.flac
00312.flac|1.6|datasets/ViSEC/flacs/00312.flac
00313.flac|2.304|datasets/ViSEC/flacs/00313.flac
00314.flac|1.984|datasets/ViSEC/flacs/00314.flac
00315.flac|3.2|datasets/ViSEC/flacs/00315.flac
00316.flac|2.21|datasets/ViSEC/flacs/00316.flac
00317.flac|1.792|datasets/ViSEC/flacs/00317.flac
00318.flac|1.856|datasets/ViSEC/flacs/00318.flac
00319.flac|2.165|datasets/ViSEC/flacs/00319.flac
00320.flac|1.922|datasets/ViSEC/flacs/00320.flac
00321.flac|2.176|datasets/ViSEC/flacs/00321.flac
00322.flac|1.946|datasets/ViSEC/flacs/00322.flac
00323.flac|1.472|datasets/ViSEC/flacs/00323.flac
00324.flac|1.635|datasets/ViSEC/flacs/00324.flac
00325.flac|1.024|datasets/ViSEC/flacs/00325.flac
00326.flac|3.584|datasets/ViSEC/flacs/00326.flac
00327.flac|2.255|datasets/ViSEC/flacs/00327.flac
00328.flac|1.344|datasets/ViSEC/flacs/00328.flac
00329.flac|2.0|datasets/ViSEC/flacs/00329.flac
00330.flac|2.131|datasets/ViSEC/flacs/00330.flac
00331.flac|2.41|datasets/ViSEC/flacs/00331.flac
00332.flac|1.26|datasets/ViSEC/flacs/00332.flac
00333.flac|2.546|datasets/ViSEC/flacs/00333.flac
00334.flac|1.92|datasets/ViSEC/flacs/00334.flac
00335.flac|3.264|datasets/ViSEC/flacs/00335.flac
00336.flac|2.88|datasets/ViSEC/flacs/00336.flac
00337.flac|1.088|datasets/ViSEC/flacs/00337.flac
00338.flac|1.487|datasets/ViSEC/flacs/00338.flac
00339.flac|1.088|datasets/ViSEC/flacs/00339.flac
00340.flac|2.368|datasets/ViSEC/flacs/00340.flac
00341.flac|1.28|datasets/ViSEC/flacs/00341.flac
00342.flac|1.68|datasets/ViSEC/flacs/00342.flac
00343.flac|2.624|datasets/ViSEC/flacs/00343.flac
00344.flac|1.891|datasets/ViSEC/flacs/00344.flac
00345.flac|3.584|datasets/ViSEC/flacs/00345.flac
00346.flac|2.035|datasets/ViSEC/flacs/00346.flac
00347.flac|2.04|datasets/ViSEC/flacs/00347.flac
00348.flac|1.152|datasets/ViSEC/flacs/00348.flac
00349.flac|2.345|datasets/ViSEC/flacs/00349.flac
00350.flac|2.06|datasets/ViSEC/flacs/00350.flac
00351.flac|4.416|datasets/ViSEC/flacs/00351.flac
00352.flac|4.736|datasets/ViSEC/flacs/00352.flac
00353.flac|1.536|datasets/ViSEC/flacs/00353.flac
00354.flac|3.2|datasets/ViSEC/flacs/00354.flac
00355.flac|1.408|datasets/ViSEC/flacs/00355.flac
00356.flac|2.54|datasets/ViSEC/flacs/00356.flac
00357.flac|2.368|datasets/ViSEC/flacs/00357.flac
00358.flac|1.536|datasets/ViSEC/flacs/00358.flac
00359.flac|3.568|datasets/ViSEC/flacs/00359.flac
00360.flac|1.792|datasets/ViSEC/flacs/00360.flac
00361.flac|1.28|datasets/ViSEC/flacs/00361.flac
00362.flac|2.368|datasets/ViSEC/flacs/00362.flac
00363.flac|2.018|datasets/ViSEC/flacs/00363.flac
00364.flac|1.823|datasets/ViSEC/flacs/00364.flac
00365.flac|1.849|datasets/ViSEC/flacs/00365.flac
00366.flac|2.222|datasets/ViSEC/flacs/00366.flac
00367.flac|1.472|datasets/ViSEC/flacs/00367.flac
00368.flac|3.584|datasets/ViSEC/flacs/00368.flac
00369.flac|1.133|datasets/ViSEC/flacs/00369.flac
00370.flac|1.457|datasets/ViSEC/flacs/00370.flac
00371.flac|1.065|datasets/ViSEC/flacs/00371.flac
00372.flac|2.015|datasets/ViSEC/flacs/00372.flac
00373.flac|1.984|datasets/ViSEC/flacs/00373.flac
00374.flac|3.584|datasets/ViSEC/flacs/00374.flac
00375.flac|1.472|datasets/ViSEC/flacs/00375.flac
00376.flac|1.6|datasets/ViSEC/flacs/00376.flac
00377.flac|2.02|datasets/ViSEC/flacs/00377.flac
00378.flac|4.544|datasets/ViSEC/flacs/00378.flac
00379.flac|2.0|datasets/ViSEC/flacs/00379.flac
00380.flac|2.368|datasets/ViSEC/flacs/00380.flac
00381.flac|2.273|datasets/ViSEC/flacs/00381.flac
00382.flac|3.968|datasets/ViSEC/flacs/00382.flac
00383.flac|1.306|datasets/ViSEC/flacs/00383.flac
00384.flac|1.6|datasets/ViSEC/flacs/00384.flac
00385.flac|5.504|datasets/ViSEC/flacs/00385.flac
00386.flac|1.088|datasets/ViSEC/flacs/00386.flac
00387.flac|7.616|datasets/ViSEC/flacs/00387.flac
00388.flac|1.408|datasets/ViSEC/flacs/00388.flac
00389.flac|3.2|datasets/ViSEC/flacs/00389.flac
00390.flac|1.883|datasets/ViSEC/flacs/00390.flac
00391.flac|1.088|datasets/ViSEC/flacs/00391.flac
00392.flac|4.48|datasets/ViSEC/flacs/00392.flac
00393.flac|2.816|datasets/ViSEC/flacs/00393.flac
00394.flac|2.26|datasets/ViSEC/flacs/00394.flac
00395.flac|1.216|datasets/ViSEC/flacs/00395.flac
00396.flac|2.49|datasets/ViSEC/flacs/00396.flac
00397.flac|1.152|datasets/ViSEC/flacs/00397.flac
00398.flac|1.024|datasets/ViSEC/flacs/00398.flac
00399.flac|1.264|datasets/ViSEC/flacs/00399.flac
00400.flac|1.152|datasets/ViSEC/flacs/00400.flac
00401.flac|2.02|datasets/ViSEC/flacs/00401.flac
00402.flac|1.2|datasets/ViSEC/flacs/00402.flac
00403.flac|1.44|datasets/ViSEC/flacs/00403.flac
00404.flac|2.11|datasets/ViSEC/flacs/00404.flac
00405.flac|3.599|datasets/ViSEC/flacs/00405.flac
00406.flac|2.468|datasets/ViSEC/flacs/00406.flac
00407.flac|3.328|datasets/ViSEC/flacs/00407.flac
00408.flac|2.15|datasets/ViSEC/flacs/00408.flac
00409.flac|3.52|datasets/ViSEC/flacs/00409.flac
00410.flac|1.758|datasets/ViSEC/flacs/00410.flac
00411.flac|1.713|datasets/ViSEC/flacs/00411.flac
00412.flac|1.984|datasets/ViSEC/flacs/00412.flac
00413.flac|1.613|datasets/ViSEC/flacs/00413.flac
00414.flac|1.088|datasets/ViSEC/flacs/00414.flac
00415.flac|1.247|datasets/ViSEC/flacs/00415.flac
00416.flac|1.72|datasets/ViSEC/flacs/00416.flac
00417.flac|1.133|datasets/ViSEC/flacs/00417.flac
00418.flac|1.454|datasets/ViSEC/flacs/00418.flac
00419.flac|1.516|datasets/ViSEC/flacs/00419.flac
00420.flac|1.355|datasets/ViSEC/flacs/00420.flac
00421.flac|1.984|datasets/ViSEC/flacs/00421.flac
00422.flac|3.2|datasets/ViSEC/flacs/00422.flac
00423.flac|4.416|datasets/ViSEC/flacs/00423.flac
00424.flac|4.928|datasets/ViSEC/flacs/00424.flac
00425.flac|1.79|datasets/ViSEC/flacs/00425.flac
00426.flac|1.408|datasets/ViSEC/flacs/00426.flac
00427.flac|2.368|datasets/ViSEC/flacs/00427.flac
00428.flac|1.536|datasets/ViSEC/flacs/00428.flac
00429.flac|2.05|datasets/ViSEC/flacs/00429.flac
00430.flac|9.984|datasets/ViSEC/flacs/00430.flac
00431.flac|1.856|datasets/ViSEC/flacs/00431.flac
00432.flac|2.01|datasets/ViSEC/flacs/00432.flac
00433.flac|1.792|datasets/ViSEC/flacs/00433.flac
00434.flac|1.408|datasets/ViSEC/flacs/00434.flac
00435.flac|1.674|datasets/ViSEC/flacs/00435.flac
00436.flac|1.92|datasets/ViSEC/flacs/00436.flac
00437.flac|1.88|datasets/ViSEC/flacs/00437.flac
00438.flac|2.368|datasets/ViSEC/flacs/00438.flac
00439.flac|1.24|datasets/ViSEC/flacs/00439.flac
00440.flac|2.688|datasets/ViSEC/flacs/00440.flac
00441.flac|1.568|datasets/ViSEC/flacs/00441.flac
00442.flac|1.35|datasets/ViSEC/flacs/00442.flac
00443.flac|4.416|datasets/ViSEC/flacs/00443.flac
00444.flac|3.136|datasets/ViSEC/flacs/00444.flac
00445.flac|3.02|datasets/ViSEC/flacs/00445.flac
00446.flac|1.664|datasets/ViSEC/flacs/00446.flac
00447.flac|1.416|datasets/ViSEC/flacs/00447.flac
00448.flac|2.14|datasets/ViSEC/flacs/00448.flac
00449.flac|1.484|datasets/ViSEC/flacs/00449.flac
00450.flac|1.902|datasets/ViSEC/flacs/00450.flac
00451.flac|1.792|datasets/ViSEC/flacs/00451.flac
00452.flac|2.176|datasets/ViSEC/flacs/00452.flac
00453.flac|2.496|datasets/ViSEC/flacs/00453.flac
00454.flac|2.175|datasets/ViSEC/flacs/00454.flac
00455.flac|3.904|datasets/ViSEC/flacs/00455.flac
00456.flac|1.92|datasets/ViSEC/flacs/00456.flac
00457.flac|1.769|datasets/ViSEC/flacs/00457.flac
00458.flac|1.68|datasets/ViSEC/flacs/00458.flac
00459.flac|2.496|datasets/ViSEC/flacs/00459.flac
00460.flac|2.043|datasets/ViSEC/flacs/00460.flac
00461.flac|1.344|datasets/ViSEC/flacs/00461.flac
00462.flac|1.69|datasets/ViSEC/flacs/00462.flac
00463.flac|1.728|datasets/ViSEC/flacs/00463.flac
00464.flac|1.152|datasets/ViSEC/flacs/00464.flac
00465.flac|2.048|datasets/ViSEC/flacs/00465.flac
